Place,Player,Registration code,Advertiser,Profile,Cardroom,Chips,Bets + fees,Total win,Jackpot win
30,raim083,8572280363,default8t,-,coolbet,0,€1.00,€0.00,0
31,Aleksigoat,8572279011,default97,-,paf.com,0,€1.00,€0.00,0
32,lecita1,8572275208,default8t,-,coolbet,0,€1.00,€0.00,0
33,koko1333,8572272359,defaultinbet.bg,-,inbet.bg,0,€1.00,€0.00,0
34,remisks,8572272966,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
35,acepyramid1,8572274048,defaultaj,-,paf.se,0,€1.00,€0.00,0
36,acepyramid1,8572273546,defaultaj,-,paf.se,0,€1.00,€0.00,0
1,greni72,8572083239,defaultfm,-,swisscasino.ch,9346200,€1.00,€0.00,0
1,Fuze1,8572086897,defaultgrosvenor.poker,-,grosvenor.poker,6640400,€1.00,€0.00,0
1,Floppy131,8572076834,defaultbet365poker.pe,-,bet365poker.pe,3391200,€1.00,€0.00,0
1,mirvi35,8572090953,no_affiliate_cz,-,bifortuna.cz,8606000,€1.00,€0.00,0
1,Rize2lead,8572092726,defaultfm,-,swisscasino.ch,4016200,€1.00,€0.00,0
6,jbic99,8572036178,Google,-,bifortuna.cz,0,€1.00,€0.00,0
7,Sangetsu,8572097943,defaultbetsson.pe,-,betsson.pe,0,€1.00,€0.00,0
8,gasik1,8572098023,affiliatemaster,-,bifortuna.cz,0,€1.00,€0.00,0
9,Amigou4,8572097249,defaultbetsafe.lt,-,betsafe.lt,0,€1.00,€0.00,0
10,dominos23,8572095976,default8t,-,coolbet,0,€1.00,€0.00,0
11,gwcz10,8572095387,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
12,AlisonMccaughan,8572094709,defaultw4,NA,whpoker,0,€1.00,€0.00,0
13,ponyrough171,8572094692,bet365,-,bet365poker,0,€1.00,€0.00,0
14,Gustavo1984,8572097777,defaultbet365poker.pe,-,bet365poker.pe,0,€1.00,€0.00,0
15,fatih5528,8572084166,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
16,wardencoin6,8572064042,bet365,-,bet365poker,0,€1.00,€0.00,0
17,Connor9566sky,8572094876,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
18,demonlazy556,8572095258,defaultnovibet.gr,-,novibet.gr,0,€1.00,€0.00,0
19,tayler1992,8572077030,defaultw4,NA,whpoker,0,€1.00,€0.00,0
20,doctordussky,8572092676,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
21,adelin23333,8572092119,Google,-,efortuna,0,€1.00,€0.00,0
22,gwcz10,8572082322,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
23,Iceman3121231,8572086530,ebisuaffiliate,-,bifortuna.cz,0,€1.00,€0.00,0
24,Connor9566sky,8572093934,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
25,Cochiloco3,8572089964,defaultteammexico.mx,-,teammexico.mx,0,€1.00,€0.00,0
26,adelin23333,8572069844,Google,-,efortuna,0,€1.00,€0.00,0
27,SugarDunkerton7,8572066089,bet365,-,bet365poker,0,€1.00,€0.00,0
28,MEKETULAGORDA,8572079410,defaultbetsson.pe,-,betsson.pe,0,€1.00,€0.00,0
29,HeavenlyPerle,8572077415,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
30,Iceman3121231,8572083987,ebisuaffiliate,-,bifortuna.cz,0,€1.00,€0.00,0
31,Cosmonauton,8572070039,bet365,-,bet365poker,0,€1.00,€0.00,0
32,HeavenlyPerle,8572017520,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
1,Glenno,8573104690,defaultskypoker.com,-,skypoker.com,7837400,€1.00,€0.00,0
1,Seiveheadsky,8573132477,defaultskypoker.com,-,skypoker.com,4051200,€1.00,€0.00,0
1,Andrey240283,8573088153,defaultvx,-,redstar,3246300,€1.00,€0.00,0
1,BIuEanDWHlteBIud,8573135476,default7z,-,paddypowerpoker.com,1741700,€1.00,€0.00,0
1,Tvojemama89,8573099363,Google,-,bifortuna.cz,3475200,€1.00,€0.00,0
1,sharkscary982,8573103115,defaultnovibet.gr,-,novibet.gr,8648200,€1.00,€0.00,0
7,Andy333,8573136376,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
8,notok,8573089711,defaultvx,-,redstar,0,€1.00,€0.00,0
9,Polly11man,8573088682,default44,-,betfairpoker,0,€1.00,€0.00,0
10,blagging,8573130408,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
11,Sjonface,8573131882,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
12,MrRoyal19,8573099578,pokercash,-,championpoker,0,€1.00,€0.00,0
13,AlexH4,8573132332,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
14,BIuEanDWHlteBIud,8573134063,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
15,BeerTazz,8573120804,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
16,BIuEanDWHlteBIud,8573109074,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
17,emersonrobim1,8573117121,defaultvx,-,redstar,0,€1.00,€0.00,0
18,Sjonface,8573127841,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
19,JamalCrawford,8573115850,defaultbetsafe.pe,-,betsafe.pe,0,€1.00,€0.00,0
20,Andy333,8573130233,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
21,Serdika,8573082249,default2k,-,bet365poker.bg,0,€1.00,€0.00,0
22,angelsword661,8573090853,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
23,Sjonface,8573110530,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
24,Bouldozes,8573105278,defaultnovibet.gr,-,novibet.gr,0,€1.00,€0.00,0
25,bleuboo,8573081738,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
26,Monkeybusiness11,8573109121,default8t,-,coolbet,0,€1.00,€0.00,0
27,Sjonface,8573104612,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
28,Monkeybusiness11,8573101835,default8t,-,coolbet,0,€1.00,€0.00,0
29,Monkeybusiness11,8573060251,default8t,-,coolbet,0,€1.00,€0.00,0
1,Vevix1990,8572899704,Pokerman,-,bifortuna.cz,5716900,€1.00,€0.00,0
1,salehhhh,8572898501,defaultwhpoker,NA,whpoker,4440200,€1.00,€0.00,0
1,MrRoyal19,8572889141,pokercash,-,championpoker,4842900,€1.00,€0.00,0
4,dendynsk1231,8572899174,defaultvx,-,redstar,0,€1.00,€0.00,0
5,enzoen1,8572900121,defaultvx,-,redstar,0,€1.00,€0.00,0
6,BigDrew2421,8572900668,defaultwhpoker,g:Cj0KCQi,whpoker,0,€1.00,€0.00,0
7,MALEZA1,8572900366,defaultlatamwin,-,latamwin,0,€1.00,€0.00,0
8,greni72,8572899960,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
9,mikesoid999,8572892107,defaultcodere.mx,-,codere.mx,0,€1.00,€0.00,0
10,prudlivmozuk,8572896334,defaultinbet.bg,-,inbet.bg,0,€1.00,€0.00,0
11,robotjewel48,8572894307,default1o,-,svenskaspel,0,€1.00,€0.00,0
12,prudlivmozuk,8572892802,defaultinbet.bg,-,inbet.bg,0,€1.00,€0.00,0
13,Sarlanga10,8572894405,bet365,-,bet365poker,0,€1.00,€0.00,0
14,borisatac,8572889263,defaultvx,-,redstar,0,€1.00,€0.00,0
15,TixiyDon,8572873166,defaultvx,-,redstar,0,€1.00,€0.00,0
1,Ylore,8573243240,no_affiliate_cz,-,bifortuna.cz,1863000,€1.00,€0.00,0
1,koko1333,8573200600,defaultinbet.bg,-,inbet.bg,5284000,€1.00,€0.00,0
1,Alfastelvi0,8573242574,defaultbet365poker.nl,-,bet365poker.nl,6209000,€1.00,€0.00,0
1,Guxi15,8573233063,default1o,-,svenskaspel,7488000,€1.00,€0.00,0
1,Malagrisch,8573229473,default1o,-,svenskaspel,4184000,€1.00,€0.00,0
1,mercurydawn63,8573233249,defaultbetsson.gr,-,betsson.gr,2066000,€1.00,€0.00,0
1,MessiTeAmoMucho,8573203974,defaultvx,-,redstar,5069600,€1.00,€0.00,0
1,Germanfp,8573210549,defaultvx,-,redstar,3094000,€1.00,€0.00,0
1,notok,8573190478,defaultvx,-,redstar,3090400,€1.00,€0.00,0
1,Qelv0ra9,8573188886,defaultvx,-,redstar,5157000,€1.00,€0.00,0
1,Bromden78,8573201991,default7z,-,paddypowerpoker.com,8495000,€1.00,€0.00,0
12,velaquezbb,8573214404,defaultcodere.mx,-,codere.mx,0,€1.00,€0.00,0
13,roisbluffing,8573219633,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
14,Topchen1,8573216540,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
15,Andy333,8573240404,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
16,Stela1312,8573242367,default2k,-,bet365poker.bg,0,€1.00,€0.00,0
17,Tomla1012,8573241159,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
18,cata18cs,8573216005,Superpont1x2,-,efortuna,0,€1.00,€0.00,0
19,Cochiloco3,8573192303,defaultteammexico.mx,-,teammexico.mx,0,€1.00,€0.00,0
20,lokijuoo8,8573241859,pokerarenacz,-,bifortuna.cz,0,€1.00,€0.00,0
21,RawAlFlush73,8573217825,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
22,myskooooo,8573236974,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
23,Ylore,8573240635,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
24,vecha55,8573228456,BSQPoker2,-,betfairpoker,0,€1.00,€0.00,0
25,Andy333,8573233137,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
26,tazeche14,8573235363,defaultatlanticcity.pe,-,atlanticcity.pe,0,€1.00,€0.00,0
27,tuneunes,8573234955,default9s,-,betsafe.ee,0,€1.00,€0.00,0
28,Arwinn,8573207691,defaultbetsmith.com,-,betsmith.com,0,€1.00,€0.00,0
29,tuneunes,8573232544,default9s,-,betsafe.ee,0,€1.00,€0.00,0
30,Ylore,8573232597,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
31,Seiveheadsky,8573221167,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
32,Andy333,8573219757,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
33,UncleScrootus,8573224043,default8v,-,coolbet.ee,0,€1.00,€0.00,0
34,Malagrisch,8573227270,default1o,-,svenskaspel,0,€1.00,€0.00,0
35,EmilienAAB,8573202627,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
36,bladekeen934,8573217712,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
37,Ammoss77,8573201633,CZ_Display_PK,-,bifortuna.cz,0,€1.00,€0.00,0
38,UncleScrootus,8573206289,default8v,-,coolbet.ee,0,€1.00,€0.00,0
39,Seiveheadsky,8573196179,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
40,Squ1zyOmii,8573202850,defaultteammexico.mx,-,teammexico.mx,0,€1.00,€0.00,0
41,roisbluffing,8573218010,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
42,tripsdiamond93,8573216758,default8t,-,coolbet,0,€1.00,€0.00,0
43,Ylore,8573214486,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
44,Topchen1,8573203923,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
45,prazzor1,8573201767,defaultvx,-,redstar,0,€1.00,€0.00,0
46,MessiTeAmoMucho,8573170369,defaultvx,-,redstar,0,€1.00,€0.00,0
47,bonna1,8573196912,defaultvx,-,redstar,0,€1.00,€0.00,0
48,Bromden78,8573191779,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
49,Ammoss77,8573197843,CZ_Display_PK,-,bifortuna.cz,0,€1.00,€0.00,0
50,oldtimemag,8573196862,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
51,cata18cs,8573196322,Superpont1x2,-,efortuna,0,€1.00,€0.00,0
52,oldtimemag,8573194550,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
1,TheEagleClaw,8572949731,default5x,-,bet365poker.se,6265600,€1.00,€0.00,0
1,young1231,8572926454,defaultvx,-,redstar,734400,€1.00,€0.00,0
3,Vevix1990,8572951424,Pokerman,-,bifortuna.cz,0,€1.00,€0.00,0
4,Vevix1990,8572947650,Pokerman,-,bifortuna.cz,0,€1.00,€0.00,0
4,MegaWoo,8572904029,defaultvx,-,redstar,0,€1.00,€0.00,0
5,TixiyDon,8572874605,defaultvx,-,redstar,0,€1.00,€0.00,0
5,NTMATEI1,8572950773,defaultnr,-,netbetro,0,€1.00,€0.00,0
1,young1231,8573439211,defaultvx,-,redstar,6620500,€1.00,€0.00,0
1,wood1e,8573460190,default7z,-,paddypowerpoker.com,12289200,€1.00,€0.00,0
1,Andy333,8573454752,defaultbetfredew5,-,betfredew5,2757700,€1.00,€0.00,0
1,KawangaGold,8573444077,default44,-,betfairpoker,3316500,€1.00,€0.00,0
1,houtfred,8573476424,defaultbet365poker.nl,-,bet365poker.nl,5061700,€1.00,€0.00,0
1,MEEJAMES,8573445719,bet365,a,bet365poker,9954400,€1.00,€0.00,0
7,Ponkerface1,8573475661,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
8,daewoon1,8573455418,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
9,MessiTeAmoMucho,8573412470,defaultvx,-,redstar,0,€1.00,€0.00,0
10,jupiterbird51,8573434942,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
11,haluzar11,8573458731,PokerStars,-,bifortuna.cz,0,€1.00,€0.00,0
12,Bugo17,8573474235,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
13,ponypearl587,8573420900,bet365,-,bet365poker,0,€1.00,€0.00,0
14,Koossie,8573472178,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
15,Ninna,8573366957,default1o,-,svenskaspel,0,€1.00,€0.00,0
16,buttonscary561,8573476392,default1o,-,svenskaspel,0,€1.00,€0.00,0
17,shalalalov,8573424164,defaultvx,-,redstar,0,€1.00,€0.00,0
18,Cioclea,8573354371,ukggsport6180,NA,whpoker,0,€1.00,€0.00,0
19,Ponkerface1,8573439059,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
20,buttonscary561,8573473484,default1o,-,svenskaspel,0,€1.00,€0.00,0
21,Bugo17,8573472284,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
22,lemonsword992,8573465316,defaultbetsson.gr,-,betsson.gr,0,€1.00,€0.00,0
23,Bugo17,8573471487,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
24,generalfree515,8573437056,pokeren2,-,hollandcasino,0,€1.00,€0.00,0
25,Skvelca,8573446240,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
26,Supernova160517,8573432789,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
27,Bromden78,8573451177,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
28,haluzar11,8573448780,PokerStars,-,bifortuna.cz,0,€1.00,€0.00,0
29,belka9m,8573434187,PPC_SPB_Brand_Google,-,bifortuna.cz,0,€1.00,€0.00,0
30,Champ01,8573448799,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
31,Fortia,8573436078,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
32,Andy333,8573425388,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
33,Bromden78,8573447521,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
34,hansellmtz,8573436403,CodereAppiOS_MX,304458,codere.mx,0,€1.00,€0.00,0
35,haluzar11,8573442563,PokerStars,-,bifortuna.cz,0,€1.00,€0.00,0
36,Champ01,8573444165,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
37,fatih5528,8573436836,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
38,Ponkerface1,8573354854,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
39,kovys87,8573415647,Google,-,bifortuna.cz,0,€1.00,€0.00,0
40,ALXTCY,8573412914,defaultcodere.mx,-,codere.mx,0,€1.00,€0.00,0
1,RMeraz1189,8572906178,defaultteammexico.mx,-,teammexico.mx,4296600,€1.00,€0.00,0
1,enzoen1,8572925163,defaultvx,-,redstar,4878600,€1.00,€0.00,0
1,KING6979,8572920976,defaultvx,-,redstar,4543800,€1.00,€0.00,0
1,Mely161,8572905027,defaultvx,-,redstar,7281000,€1.00,€0.00,0
5,vo25,8572925863,defaultvx,-,redstar,0,€1.00,€0.00,0
6,akkar,8572926821,defaultarcticbet.com,-,arcticbet.com,0,€1.00,€0.00,0
7,sheriiff05,8572926887,default44,-,betfairpoker,0,€1.00,€0.00,0
8,sheriiff05,8572926173,default44,-,betfairpoker,0,€1.00,€0.00,0
9,akkar,8572925658,defaultarcticbet.com,-,arcticbet.com,0,€1.00,€0.00,0
10,Champ01,8572920746,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
11,Pakma2136,8572924564,defaultvx,-,redstar,0,€1.00,€0.00,0
12,young1231,8572924202,defaultvx,-,redstar,0,€1.00,€0.00,0
13,vo25,8572925441,defaultvx,-,redstar,0,€1.00,€0.00,0
14,clouddouble417,8572922737,PayPerClick_MX,17362,codere.mx,0,€1.00,€0.00,0
15,Andrey240283,8572905288,defaultvx,-,redstar,0,€1.00,€0.00,0
16,Cavasi,8572920756,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
17,young1231,8572916704,defaultvx,-,redstar,0,€1.00,€0.00,0
18,clouddouble417,8572918071,PayPerClick_MX,17362,codere.mx,0,€1.00,€0.00,0
19,Champ01,8572918567,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
20,theod77,8572915598,defaultbetsson.gr,-,betsson.gr,0,€1.00,€0.00,0
21,TixiyDon,8572874366,defaultvx,-,redstar,0,€1.00,€0.00,0
1,smellybelly,8573344113,bet365,-,bet365poker,7625100,€1.00,€0.00,0
1,Haribor,8573282283,default2k,-,bet365poker.bg,7143900,€1.00,€0.00,0
1,Knebel,8573331350,defaultvx,-,redstar,6220300,€1.00,€0.00,0
1,AMarchenkoA,8573311399,defaultvx,-,redstar,5549600,€1.00,€0.00,0
1,MessiTeAmoMucho,8573297740,defaultvx,-,redstar,5582300,€1.00,€0.00,0
1,tanasarazvan9322,8573345255,defaulte8,-,efortuna,6024000,€1.00,€0.00,0
1,SouralM,8573323263,PPC_CAS_Nonbrand_Google,-,bifortuna.cz,8691000,€1.00,€0.00,0
1,jokapaivasamaa,8573313914,default97,-,paf.com,2834000,€1.00,€0.00,0
1,TowelieRBK,8573314620,no_affiliate_cz,-,bifortuna.cz,10083200,€1.00,€0.00,0
1,Bromden78,8573323655,default7z,-,paddypowerpoker.com,3415500,€1.00,€0.00,0
1,TonyPerivale,8573321380,default7z,-,paddypowerpoker.com,4831100,€1.00,€0.00,0
12,Acaps3,8573348004,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
13,Goallinnnn,8573349512,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
14,Ciubikas,8573351119,defaultbetsafe.lt,-,betsafe.lt,0,€1.00,€0.00,0
15,tayler1992,8573327587,defaultw4,NA,whpoker,0,€1.00,€0.00,0
16,koko1333,8573332791,defaultinbet.bg,-,inbet.bg,0,€1.00,€0.00,0
17,demonmeadow363,8573309779,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
18,Georgi790419,8573351553,defaultinbet.bg,-,inbet.bg,0,€1.00,€0.00,0
19,Topchen1,8573345503,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
20,Vevix1990,8573313894,Pokerman,-,bifortuna.cz,0,€1.00,€0.00,0
21,KING6979,8573347085,defaultvx,-,redstar,0,€1.00,€0.00,0
22,vecha55,8573342022,BSQPoker2,-,betfairpoker,0,€1.00,€0.00,0
23,Tomla1012,8573352072,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
24,Ponkerface1,8573348961,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
25,Chipludra,8573347769,Google,-,bifortuna.cz,0,€1.00,€0.00,0
26,Squ1zyOmii,8573317587,defaultteammexico.mx,-,teammexico.mx,0,€1.00,€0.00,0
27,AndrewAda,8573304212,default8t,-,coolbet,0,€1.00,€0.00,0
28,Tomla1012,8573348870,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
29,Georgi790419,8573350276,defaultinbet.bg,-,inbet.bg,0,€1.00,€0.00,0
30,Georgi790419,8573341371,defaultinbet.bg,-,inbet.bg,0,€1.00,€0.00,0
31,Goallinnnn,8573344315,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
32,Ponkerface1,8573276208,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
33,ANDULKA1127,8573323692,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
34,Acaps3,8573314593,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
35,Chipludra,8573343894,Google,-,bifortuna.cz,0,€1.00,€0.00,0
36,botsaina,8573314088,default5h,-,bet365poker.gr,0,€1.00,€0.00,0
37,tanasarazvan9322,8573317443,defaulte8,-,efortuna,0,€1.00,€0.00,0
38,Deflon1,8573324729,default8v,-,coolbet.ee,0,€1.00,€0.00,0
39,Chipludra,8573321036,Google,-,bifortuna.cz,0,€1.00,€0.00,0
40,bemagic,8573333126,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
41,Loppisnettan,8573328233,default1o,-,svenskaspel,0,€1.00,€0.00,0
42,Georgi790419,8573323742,defaultinbet.bg,-,inbet.bg,0,€1.00,€0.00,0
43,Ante7400,8573295787,default1o,-,svenskaspel,0,€1.00,€0.00,0
44,Pareakia,8573303048,defaultbetsson.gr,-,betsson.gr,0,€1.00,€0.00,0
45,Davros81,8573262958,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
46,rainbowfire,8573309939,default1o,-,svenskaspel,0,€1.00,€0.00,0
47,bosscold963,8573296296,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
48,Sincerekicked39,8573301448,default8t,-,coolbet,0,€1.00,€0.00,0
49,Glenno,8573324769,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
50,koko1333,8573273362,defaultinbet.bg,-,inbet.bg,0,€1.00,€0.00,0
51,Maccodinho,8573307502,default1o,-,svenskaspel,0,€1.00,€0.00,0
52,Loppisnettan,8573313353,default1o,-,svenskaspel,0,€1.00,€0.00,0
53,Gaceto78,8573322192,defaultinbet.bg,-,inbet.bg,0,€1.00,€0.00,0
54,sirgreenice,8573308350,default1o,-,svenskaspel,0,€1.00,€0.00,0
55,Deflon1,8573319766,default8v,-,coolbet.ee,0,€1.00,€0.00,0
56,Luluthewarrior,8573306736,bet365,-,bet365poker,0,€1.00,€0.00,0
57,Georgi790419,8573317666,defaultinbet.bg,-,inbet.bg,0,€1.00,€0.00,0
58,TowelieRBK,8573313152,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
59,Acaps3,8573304999,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
60,jokapaivasamaa,8573300575,default97,-,paf.com,0,€1.00,€0.00,0
61,Vevix1990,8573308647,Pokerman,-,bifortuna.cz,0,€1.00,€0.00,0
62,Loppisnettan,8573307134,default1o,-,svenskaspel,0,€1.00,€0.00,0
63,cloudjolly552,8573272321,defaultnovibet.gr,-,novibet.gr,0,€1.00,€0.00,0
64,TowelieRBK,8573310573,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
65,TowelieRBK,8573304015,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
66,Vevix1990,8573304693,Pokerman,-,bifortuna.cz,0,€1.00,€0.00,0
67,lokijuoo8,8573303018,pokerarenacz,-,bifortuna.cz,0,€1.00,€0.00,0
68,TowelieRBK,8573278513,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
1,serafim25,8572984247,defaultvx,-,redstar,4972800,€1.00,€0.00,0
1,bstcod,8572995977,defaultgrosvenor.poker,-,grosvenor.poker,833000,€1.00,€0.00,0
1,Darkswmr,8572778561,Google,-,bifortuna.cz,9194200,€1.00,€0.00,0
4,prazzor1,8572987682,defaultvx,-,redstar,0,€1.00,€0.00,0
5,FlopMozilla,8572975597,defaultvx,-,redstar,0,€1.00,€0.00,0
5,bstcod,8572990242,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
5,FlopMozilla,8572995707,defaultvx,-,redstar,0,€1.00,€0.00,0
6,Yoshikawa1,8572984530,defaultvx,-,redstar,0,€1.00,€0.00,0
7,bstcod,8572984175,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
7,DCmaster35,8572988922,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
8,streakypoker,8572981093,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
8,Fisherwoman007,8572984899,pokerarenacz,-,bifortuna.cz,0,€1.00,€0.00,0
8,quetzalcoatl1337,8572982148,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
8,tomswiss,8572985854,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
8,kajsko,8572990379,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
1,ryaldo,8573539136,who_migrated,-,whpoker,2761800,€1.00,€0.00,0
1,Glenno,8573546166,defaultskypoker.com,-,skypoker.com,7686700,€1.00,€0.00,0
1,Humusoid,8573549444,no_affiliate_cz,-,bifortuna.cz,3365100,€1.00,€0.00,0
1,oldtimemag,8573547661,defaultgrosvenor.poker,-,grosvenor.poker,12066900,€1.00,€0.00,0
1,kontes42,8573530645,ppcgoogle,-,hollandcasino,7053800,€1.00,€0.00,0
1,doowyah,8573560073,BetfairOG,-,betfairpoker,4109100,€1.00,€0.00,0
1,28934623,8573523274,default97,-,paf.com,6732600,€1.00,€0.00,0
1,FinaRR,8573552184,defaultvx,-,redstar,8224000,€1.00,€0.00,0
9,WHM666888,8573546413,default8t,-,coolbet,0,€1.00,€0.00,0
10,akkar,8573572966,defaultarcticbet.com,-,arcticbet.com,0,€1.00,€0.00,0
11,dealerteal376,8573554317,defaultbetsson.pe,-,betsson.pe,0,€1.00,€0.00,0
12,HeavenlyPerle,8573465016,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
13,sailorember71,8573565872,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
14,416636,8573532501,defaultbetsafe.lt,-,betsafe.lt,0,€1.00,€0.00,0
15,JDiegoLA,8573573861,defaultbetsson.pe,-,betsson.pe,0,€1.00,€0.00,0
16,Topchen1,8573573292,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
17,UwU27,8573548787,defaultbet365poker.pe,-,bet365poker.pe,0,€1.00,€0.00,0
18,Ylore,8573572738,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
19,JDiegoLA,8573570798,defaultbetsson.pe,-,betsson.pe,0,€1.00,€0.00,0
20,3102Yuma,8573570945,default1o,-,svenskaspel,0,€1.00,€0.00,0
21,akkar,8573570404,defaultarcticbet.com,-,arcticbet.com,0,€1.00,€0.00,0
22,KajaAKA,8573569976,johnnybet,-,bifortuna.cz,0,€1.00,€0.00,0
23,Ylore,8573562542,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
