Place,Player,Registration code,Advertiser,Profile,Cardroom,Chips,Bets + fees,Total win,Jackpot win
1,Koossie,8571140742,defaulthollandcasino,-,hollandcasino,8673200,€1.00,€0.00,0
1,Supernova160517,8571131694,defaultgrosvenor.poker,-,grosvenor.poker,1169000,€1.00,€0.00,0
1,Akshay5,8571141226,defaulthollandcasino,-,hollandcasino,5506000,€1.00,€0.00,0
1,Topchen1,8571147083,defaultfm,-,swisscasino.ch,4568400,€1.00,€0.00,0
1,haluzar11,8571144626,PokerStars,-,bifortuna.cz,10690100,€1.00,€0.00,0
1,Berneber74,8571143084,no_affiliate_cz,-,bifortuna.cz,2944000,€1.00,€0.00,0
1,Ylore,8571136855,no_affiliate_cz,-,bifortuna.cz,7886700,€1.00,€0.00,0
1,K1NGLEE,8571088228,defaultvx,-,redstar,1562600,€1.00,€0.00,0
9,Mario9576,8571069213,bet365,-,bet365poker,0,€1.00,€0.00,0
10,Guxi15,8571107766,default1o,-,svenskaspel,0,€1.00,€0.00,0
11,akkar,8571120971,defaultarcticbet.com,-,arcticbet.com,0,€1.00,€0.00,0
12,warriorstar54,8571047669,default9s,-,betsafe.ee,0,€1.00,€0.00,0
13,TowelieRBK,8571123127,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
14,slavaesca,8571085167,defaultvx,-,redstar,0,€1.00,€0.00,0
15,Yukora1974,8571106305,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
16,Sincerekicked39,8571146940,default8t,-,coolbet,0,€1.00,€0.00,0
17,aimtj1403,8571144765,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
18,lightvalley152,8571146188,default8t,-,coolbet,0,€1.00,€0.00,0
19,Cavasi,8571136674,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
20,shalalalov,8571101297,defaultvx,-,redstar,0,€1.00,€0.00,0
21,vecha55,8571138882,BSQPoker2,-,betfairpoker,0,€1.00,€0.00,0
22,Wyldejack,8571137829,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
23,KhalidClaudia13,8571145008,defaultbet365poker.nl,-,bet365poker.nl,0,€1.00,€0.00,0
24,Topchen1,8571145543,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
25,504541249dgtrfhu,8571127718,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
26,Tvojemama89,8571131365,Google,-,bifortuna.cz,0,€1.00,€0.00,0
27,Topchen1,8571137857,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
28,haluzar11,8571116904,PokerStars,-,bifortuna.cz,0,€1.00,€0.00,0
29,aimtj1403,8571141399,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
30,samsman1980,8571139409,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
31,doowyah,8571117934,BetfairOG,-,betfairpoker,0,€1.00,€0.00,0
32,aimtj1403,8571139699,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
33,508479942,8571112704,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
34,HeavenlyPerle,8571043276,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
35,Ylore,8571127800,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
36,RealBasil79,8571133004,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
37,CalmLine,8571085624,defaultvx,-,redstar,0,€1.00,€0.00,0
38,447379,8571126678,defaultninjacasino.ee,-,ninjacasino.ee,0,€1.00,€0.00,0
39,Tvojemama89,8571106288,Google,-,bifortuna.cz,0,€1.00,€0.00,0
40,Supernova160517,8571115824,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
41,huba01,8571123470,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
42,TowelieRBK,8571104476,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
43,Yuppie,8571103295,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
1,DanyFreecss,8570668611,defaultteammexico.mx,-,teammexico.mx,5250000,€1.00,€0.00,0
1,Karipihvi,8570658666,default97,-,paf.com,7102200,€1.00,€0.00,0
1,mouseagile138,8570670270,defaultgrosvenor.poker,-,grosvenor.poker,5991800,€1.00,€0.00,0
1,enzoen1,8570670180,defaultvx,-,redstar,2656000,€1.00,€0.00,0
5,Dancsi78,8570669828,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
6,RuizVagos,8570670535,defaultteammexico.mx,-,teammexico.mx,0,€1.00,€0.00,0
7,ELRUSO1969,8570671037,defaultvx,-,redstar,0,€1.00,€0.00,0
8,racek238,8570670612,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
9,saymonosus,8570664938,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
10,ELRUSO1969,8570669975,defaultvx,-,redstar,0,€1.00,€0.00,0
11,Roadkills70,8570669016,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
12,ELRUSO1969,8570668477,defaultvx,-,redstar,0,€1.00,€0.00,0
13,Roadkills70,8570668647,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
14,DanyFreecss,8570664265,defaultteammexico.mx,-,teammexico.mx,0,€1.00,€0.00,0
15,moren0loc0,8570644331,defaultteammexico.mx,-,teammexico.mx,0,€1.00,€0.00,0
16,ELRUSO1969,8570666435,defaultvx,-,redstar,0,€1.00,€0.00,0
17,Esteslario,8570666202,defaultteammexico.mx,-,teammexico.mx,0,€1.00,€0.00,0
18,francospdm,8570652262,defaultbetsson.pe,-,betsson.pe,0,€1.00,€0.00,0
19,TanteSophie,8570662596,defaultarcticbet.com,-,arcticbet.com,0,€1.00,€0.00,0
20,Mihai66m,8570663688,Facebook_ads,-,efortuna,0,€1.00,€0.00,0
21,BodyCountBG,8570652966,default2k,-,bet365poker.bg,0,€1.00,€0.00,0
1,polonto,8571007758,defaultfm,-,swisscasino.ch,2487000,€1.00,€0.00,0
1,507782246,8571034157,defaultskypoker.com,-,skypoker.com,3930800,€1.00,€0.00,0
1,lionbrick66,8571041270,defaultbetsolid.com,-,betsolid.com,1691000,€1.00,€0.00,0
1,BiBoo1,8571036958,no_affiliate_cz,-,bifortuna.cz,18301600,€1.00,€0.00,0
1,Andy333,8571024497,defaultbetfredew5,-,betfredew5,4589600,€1.00,€0.00,0
6,Nortz300,8570992882,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
7,Topchen1,8570999497,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
8,Aquiese,8570979969,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
9,warriorstar54,8571043912,default9s,-,betsafe.ee,0,€1.00,€0.00,0
10,Chlupenzi,8571016883,EonFCZ,-,bifortuna.cz,0,€1.00,€0.00,0
11,andy7388,8570993235,defaultvx,-,redstar,0,€1.00,€0.00,0
12,raytei01sky,8571041586,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
13,warriorstar54,8571038771,default9s,-,betsafe.ee,0,€1.00,€0.00,0
14,lmono,8571039302,defaultbet365poker.bap,-,bet365poker.bap,0,€1.00,€0.00,0
15,Botan667,8571036188,default1o,-,svenskaspel,0,€1.00,€0.00,0
16,warriorstar54,8571035340,default9s,-,betsafe.ee,0,€1.00,€0.00,0
17,oscarmurphy,8571006333,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
18,Cobram66,8571013484,pokerarenacz,-,bifortuna.cz,0,€1.00,€0.00,0
19,Eloquentstar14,8571032394,defaultbetsson.gr,-,betsson.gr,0,€1.00,€0.00,0
20,Eloquentstar14,8571026803,defaultbetsson.gr,-,betsson.gr,0,€1.00,€0.00,0
21,SILVIACIOARA,8571004782,defaultnr,-,netbetro,0,€1.00,€0.00,0
22,RealBasil79,8571018390,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
23,Bromden78,8571002578,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
24,derzer1,8571016364,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
25,Tinast75,8570994117,default1o,-,svenskaspel,0,€1.00,€0.00,0
26,leebo81,8571010752,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
27,PopaLimba,8571002896,bet365,-,bet365poker,0,€1.00,€0.00,0
28,miraclecard,8571002415,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
29,oscarmurphy,8570999348,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
30,robotround863,8570999603,defaultbetsmith.com,-,betsmith.com,0,€1.00,€0.00,0
31,robotround863,8570995442,defaultbetsmith.com,-,betsmith.com,0,€1.00,€0.00,0
1,Andy333,8570755391,defaultbetfredew5,-,betfredew5,8898200,€1.00,€0.00,0
1,tripstrue8739,8570754423,defaultfm,-,swisscasino.ch,2710000,€1.00,€0.00,0
1,cjmfykt,8570748899,defaultskypoker.com,-,skypoker.com,5146600,€1.00,€0.00,0
1,LivinoShowtime,8570726815,pokercash,-,championpoker,1156000,€1.00,€0.00,0
1,kocy69,8570758480,no_affiliate_cz,-,bifortuna.cz,12089200,€1.00,€0.00,0
6,mpatalamas,8570740893,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
7,Eloquentstar14,8570759024,defaultbetsson.gr,-,betsson.gr,0,€1.00,€0.00,0
8,Bromden78,8570759003,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
9,mouseagile138,8570754356,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
10,Drewtheone,8570757185,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
11,Bugo17,8570756125,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
12,kivax,8570758484,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
13,Bromden78,8570756087,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
14,kivax,8570752862,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
15,kocy69,8570757977,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
16,kocy69,8570756859,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
17,K1NGLEE,8570738449,defaultvx,-,redstar,0,€1.00,€0.00,0
18,Andy333,8570752634,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
19,mouseagile138,8570746663,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
20,kivax,8570748748,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
21,Karipihvi,8570741980,default97,-,paf.com,0,€1.00,€0.00,0
22,chipsy1,8570745193,steven4294,-,championpoker,0,€1.00,€0.00,0
23,TowelieRBK,8570739106,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
24,Chipludra,8570749836,Google,-,bifortuna.cz,0,€1.00,€0.00,0
25,Chipludra,8570747933,Google,-,bifortuna.cz,0,€1.00,€0.00,0
26,kivax,8570744968,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
27,Chipludra,8570744986,Google,-,bifortuna.cz,0,€1.00,€0.00,0
28,u2payy,8570735752,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
29,Chipludra,8570741981,Google,-,bifortuna.cz,0,€1.00,€0.00,0
30,TowelieRBK,8570733441,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
1,Filleter,8571202477,default7z,-,paddypowerpoker.com,8187000,€1.00,€0.00,0
1,odyss4A,8571236918,default5h,-,bet365poker.gr,3034600,€1.00,€0.00,0
1,Humble,8571210823,default97,-,paf.com,10893200,€1.00,€0.00,0
1,Vibrantwise73,8571227065,default7z,-,paddypowerpoker.com,1423000,€1.00,€0.00,0
1,linnnnny,8571233800,defaultbetfredew5,-,betfredew5,14265200,€1.00,€0.00,0
1,stand2001,8571238419,defaultf8,-,betfairpoker,1327000,€1.00,€0.00,0
1,iwan89pl,8571209233,bet365,-,bet365poker,4519400,€1.00,€0.00,0
1,Mario9576,8571232348,bet365,-,bet365poker,8024500,€1.00,€0.00,0
1,Supernova160517,8571229203,defaultgrosvenor.poker,-,grosvenor.poker,3326100,€1.00,€0.00,0
10,streetfunny439,8571238394,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
11,Gregos619,8571235882,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
12,mozchip,8571194792,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
13,Dokturekpx,8571237111,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
14,HAKER870,8571237219,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
15,Ludovoin666,8571209549,defaultvx,-,redstar,0,€1.00,€0.00,0
16,HeavenlyPerle,8571043379,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
17,Dimateo,8571234028,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
18,Cobram66,8571220350,pokerarenacz,-,bifortuna.cz,0,€1.00,€0.00,0
19,hernanchaca,8571227130,defaultbet365poker.bap,-,bet365poker.bap,0,€1.00,€0.00,0
20,Bugo17,8571239257,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
21,DDDDDDDDD19,8571234398,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
22,Majestichard58,8571237347,default1o,-,svenskaspel,0,€1.00,€0.00,0
23,Bromden78,8571213196,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
24,Clydee3,8571236941,defaultwhpoker,-,whpoker,0,€1.00,€0.00,0
25,Dusha22,8571237131,defaultatlanticcity.pe,-,atlanticcity.pe,0,€1.00,€0.00,0
26,CptTriflePants,8571234589,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
27,Bugo17,8571237690,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
28,Bugo17,8571222948,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
29,mpempakos7,8571223163,defaultnovibet.gr,-,novibet.gr,0,€1.00,€0.00,0
30,Clydee3,8571235573,defaultwhpoker,-,whpoker,0,€1.00,€0.00,0
31,Dokturekpx,8571223710,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
32,Gregos619,8571233088,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
33,Alsky1,8571231524,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
34,CptTriflePants,8571223670,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
35,Gregos619,8571232336,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
36,Glenno,8571226440,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
37,Mario9576,8571230208,bet365,-,bet365poker,0,€1.00,€0.00,0
38,Gregos619,8571231489,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
39,Gregos619,8571229197,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
40,MrScrimples,8571229129,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
41,Mario9576,8571201837,bet365,-,bet365poker,0,€1.00,€0.00,0
42,Gregos619,8571191584,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
43,Supernova160517,8571212035,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
44,vadis,8571221774,defaultnovibet.gr,-,novibet.gr,0,€1.00,€0.00,0
45,upc47,8571211686,default3g,-,boylepokeruw4,0,€1.00,€0.00,0
46,Bugo17,8571219830,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
47,mpempakos7,8571220686,defaultnovibet.gr,-,novibet.gr,0,€1.00,€0.00,0
48,Ninna,8571206104,default1o,-,svenskaspel,0,€1.00,€0.00,0
49,mpempakos7,8571213426,defaultnovibet.gr,-,novibet.gr,0,€1.00,€0.00,0
50,designsilly553,8571211775,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
51,mpempakos7,8571211217,defaultnovibet.gr,-,novibet.gr,0,€1.00,€0.00,0
52,mpempakos7,8571186645,defaultnovibet.gr,-,novibet.gr,0,€1.00,€0.00,0
53,Humble,8571200944,default97,-,paf.com,0,€1.00,€0.00,0
54,linnnnny,8571202043,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
55,Mario9576,8571196350,bet365,-,bet365poker,0,€1.00,€0.00,0
1,akkar,8570808950,defaultarcticbet.com,-,arcticbet.com,1169000,€1.00,€0.00,0
1,RealBasil79,8570794569,defaultfm,-,swisscasino.ch,1062000,€1.00,€0.00,0
1,86Royal86,8570767806,defaultfm,-,swisscasino.ch,12083800,€1.00,€0.00,0
1,Thund3rBolt69,8570792505,defaulthollandcasino,-,hollandcasino,2265000,€1.00,€0.00,0
1,KIngCash78,8570800346,default8t,-,coolbet,2420200,€1.00,€0.00,0
6,Andy333,8570799123,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
7,Flabben73,8570806235,default8t,-,coolbet,0,€1.00,€0.00,0
8,Bugo17,8570808821,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
9,K1NGLEE,8570770886,defaultvx,-,redstar,0,€1.00,€0.00,0
10,Bromden78,8570785679,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
11,1961Gambler,8570787972,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
12,KIngCash78,8570798746,default8t,-,coolbet,0,€1.00,€0.00,0
13,KIngCash78,8570791669,default8t,-,coolbet,0,€1.00,€0.00,0
14,Napalm81,8570794330,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
15,RealBasil79,8570788286,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
16,RiverFreak,8570787996,defaultaj,-,paf.se,0,€1.00,€0.00,0
17,1961Gambler,8570782787,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
18,RiverFreak,8570783416,defaultaj,-,paf.se,0,€1.00,€0.00,0
19,stakerstar916,8570778972,default8v,-,coolbet.ee,0,€1.00,€0.00,0
1,Topchen1,8570559799,defaultfm,-,swisscasino.ch,5837000,€1.00,€0.00,0
1,CblPHNK,8570524169,defaultvx,-,redstar,10467300,€1.00,€0.00,0
1,JanneJyske,8570553902,default97,-,paf.com,1346000,€1.00,€0.00,0
1,Bvdmanrr,8570541383,bet365,-,bet365poker,16651600,€1.00,€0.00,0
1,Dynamicbloody32,8570553075,bet365,-,bet365poker,5647000,€1.00,€0.00,0
1,PokerBowl369,8570522855,defaulthollandcasino,-,hollandcasino,4418800,€1.00,€0.00,0
1,HandsomeAsGod,8570551871,defaultvx,-,redstar,4609500,€1.00,€0.00,0
1,bluearmy1,8570524401,bet365,a,bet365poker,1022800,€1.00,€0.00,0
9,jackksonpoker,8570559602,Szapy,-,championpoker,0,€1.00,€0.00,0
10,Les14,8570537196,bet365,a,bet365poker,0,€1.00,€0.00,0
11,lemonstar91,8570561403,defaultbet365poker.bap,-,bet365poker.bap,0,€1.00,€0.00,0
12,puntergreen255,8570536304,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
13,Humusoid,8570549727,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
14,Erwnnn,8570560477,defaultatlanticcity.pe,-,atlanticcity.pe,0,€1.00,€0.00,0
15,WHM666888,8570559984,default8t,-,coolbet,0,€1.00,€0.00,0
16,GandalfYesIam,8570559667,bet365,-,bet365poker,0,€1.00,€0.00,0
17,Blastfromdapast,8570561220,default1o,-,svenskaspel,0,€1.00,€0.00,0
18,Buttyboysky,8570560922,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
19,lemonstar91,8570558701,defaultbet365poker.bap,-,bet365poker.bap,0,€1.00,€0.00,0
20,Blastfromdapast,8570554385,default1o,-,svenskaspel,0,€1.00,€0.00,0
21,Buttyboysky,8570556446,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
22,WHM666888,8570558601,default8t,-,coolbet,0,€1.00,€0.00,0
23,marshallsea56,8570536977,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
24,Topchen1,8570559136,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
25,GandalfYesIam,8570558660,bet365,-,bet365poker,0,€1.00,€0.00,0
26,jackksonpoker,8570557757,Szapy,-,championpoker,0,€1.00,€0.00,0
27,Topchen1,8570531235,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
28,Fuze1,8570553633,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
29,lemonstar91,8570543228,defaultbet365poker.bap,-,bet365poker.bap,0,€1.00,€0.00,0
30,WHM666888,8570515688,default8t,-,coolbet,0,€1.00,€0.00,0
31,robotfortress88,8570556668,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
32,jackksonpoker,8570549798,Szapy,-,championpoker,0,€1.00,€0.00,0
33,masabart63,8570548721,pokerarenacz,-,bifortuna.cz,0,€1.00,€0.00,0
34,akkar,8570551463,defaultarcticbet.com,-,arcticbet.com,0,€1.00,€0.00,0
35,Buttyboysky,8570555859,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
36,Buttyboysky,8570554688,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
37,welshy7411sky,8570540114,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
38,rosegrey868,8570552940,bet365,-,bet365poker,0,€1.00,€0.00,0
39,Marting3sky,8570543908,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
40,HandsomeAsGod,8570474736,defaultvx,-,redstar,0,€1.00,€0.00,0
41,PhdYong,8570533088,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
42,HeavenlyPerle,8570396702,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
43,Richard1968,8570546463,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
44,Strongwaterfall8,8570540065,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
45,HUGAMANNEN,8570532858,default1o,-,svenskaspel,0,€1.00,€0.00,0
46,Topchen1,8570529467,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
47,Relaxingblonde,8570520449,defaultbetsmith.com,-,betsmith.com,0,€1.00,€0.00,0
48,Topchen1,8570527200,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
49,Topchen1,8570519373,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
50,Humusoid,8570519749,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
1,thenirou,8571331941,defaultvx,-,redstar,1272800,€1.00,€0.00,0
1,Burka24,8571335188,defaultbetsafe.lt,-,betsafe.lt,9059400,€1.00,€0.00,0
1,Milekk,8571334134,no_affiliate_cz,-,bifortuna.cz,3667800,€1.00,€0.00,0
3,Benson1986sky,8571330241,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
4,flushhard71,8571345439,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
4,thenirou,8571330125,defaultvx,-,redstar,0,€1.00,€0.00,0
5,Quezal,8571332243,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
5,FlorinPkR28,8571334064,defaulte8,-,efortuna,0,€1.00,€0.00,0
6,Mamba04,8571342259,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
6,Karipihvi,8571343948,default97,-,paf.com,0,€1.00,€0.00,0
7,Burka24,8571329980,defaultbetsafe.lt,-,betsafe.lt,0,€1.00,€0.00,0
7,paytoseeaks,8571325851,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
7,aggjago,8571334365,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
7,paytoseeaks,8571334475,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
1,playergrey958,8571575969,defaultfm,-,swisscasino.ch,1585100,€1.00,€0.00,0
1,koko1333,8571588784,defaultinbet.bg,-,inbet.bg,3036800,€1.00,€0.00,0
1,iceman1921,8571590836,defaultnr,-,netbetro,8945900,€1.00,€0.00,0
1,Goallinnnn,8571588156,defaulthollandcasino,-,hollandcasino,4070800,€1.00,€0.00,0
1,titanriver44,8571568044,defaulthollandcasino,-,hollandcasino,6623900,€1.00,€0.00,0
1,3xploit,8571603542,no_affiliate_cz,-,bifortuna.cz,8281200,€1.00,€0.00,0
1,TixiyDon,8571480022,defaultvx,-,redstar,2627600,€1.00,€0.00,0
1,doowyah,8571585492,BetfairOG,-,betfairpoker,4486100,€1.00,€0.00,0
1,hearttree916,8571588192,bet365,-,bet365poker,1342600,€1.00,€0.00,0
10,Fight,8571589750,defaultvx,-,redstar,0,€1.00,€0.00,0
11,grec1985,8571564275,defaultvx,-,redstar,0,€1.00,€0.00,0
12,Vevix1990,8571598244,Pokerman,-,bifortuna.cz,0,€1.00,€0.00,0
13,Kotvujese,8571570623,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
14,NOWISEK9,8571602462,PPC_SPB_Brand_Google,-,bifortuna.cz,0,€1.00,€0.00,0
15,K1NGLEE,8571557385,defaultvx,-,redstar,0,€1.00,€0.00,0
16,haluzar11,8571600978,PokerStars,-,bifortuna.cz,0,€1.00,€0.00,0
17,GabrielTruc,8571597465,pokercash,-,championpoker,0,€1.00,€0.00,0
18,Broer1950,8571601090,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
19,Andy333,8571601792,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
20,NOWISEK9,8571583663,PPC_SPB_Brand_Google,-,bifortuna.cz,0,€1.00,€0.00,0
21,Broer1950,8571596341,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
22,haluzar11,8571597207,PokerStars,-,bifortuna.cz,0,€1.00,€0.00,0
23,mykris22,8571599211,bet365,-,bet365poker,0,€1.00,€0.00,0
24,sdimitrov03,8571589922,defaultinbet.bg,-,inbet.bg,0,€1.00,€0.00,0
25,Cobla99,8571593196,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
26,Vevix1990,8571596297,Pokerman,-,bifortuna.cz,0,€1.00,€0.00,0
27,robotround863,8571586400,defaultbetsmith.com,-,betsmith.com,0,€1.00,€0.00,0
28,haluzar11,8571576902,PokerStars,-,bifortuna.cz,0,€1.00,€0.00,0
29,Broer1950,8571593331,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
30,Broer1950,8571583523,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
31,shazbats,8571568703,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
32,pilotsweet3,8571586373,bet365,bigbet2,bet365poker,0,€1.00,€0.00,0
33,BROXIBEAR14,8571551469,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
34,ninjafree625,8571581266,default1o,-,svenskaspel,0,€1.00,€0.00,0
35,koko1333,8571553417,defaultinbet.bg,-,inbet.bg,0,€1.00,€0.00,0
36,quetzalcoatl1337,8571571119,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
37,oldtimemag,8571586372,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
38,robotround863,8571536500,defaultbetsmith.com,-,betsmith.com,0,€1.00,€0.00,0
39,oldtimemag,8571529871,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
40,pilotsweet3,8571569480,bet365,bigbet2,bet365poker,0,€1.00,€0.00,0
41,sisimolek,8571573000,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
1,SugarDunkerton7,8571359375,bet365,-,bet365poker,4633300,€1.00,€0.00,0
1,504541249dgtrfhu,8571368285,defaultskypoker.com,-,skypoker.com,8759200,€1.00,€0.00,0
1,20NoBluff00,8571368930,defaultbetsson.gr,-,betsson.gr,6607500,€1.00,€0.00,0
